69	224	610	473	2
2	0	234	477	4
0	159	379	473	1
163	281	449	473	1
51	4	256	479	4
122	268	385	474	1
6	250	326	477	1
95	275	476	474	1
31	233	429	472	1
33	5	639	476	1
139	83	226	214	5
402	151	542	352	1
138	315	270	479	1
431	210	565	402	1
418	175	537	343	1
383	279	552	476	1
450	105	577	267	1
492	311	639	477	1
256	301	416	478	1
256	303	416	478	1
424	228	568	449	1
262	184	391	351	1
