78	226	603	470	2
1	0	236	476	4
0	158	381	474	1
101	175	498	472	5
161	281	445	474	1
50	3	255	479	4
121	267	387	474	1
5	250	326	478	1
97	273	473	475	1
27	232	422	472	1
19	2	637	475	1
139	86	241	236	5
403	152	542	351	1
259	304	442	474	2
205	280	354	468	3
431	211	564	403	1
418	174	538	343	1
382	280	551	477	1
476	133	633	311	1
493	312	639	476	1
256	302	414	477	1
422	226	565	447	1
261	184	391	351	1
