115	4	639	472	1
25	7	624	471	1
0	10	639	475	2
34	7	176	456	2
146	159	522	476	5
162	282	440	475	1
53	5	253	475	4
107	270	390	475	1
2	247	320	473	1
103	274	474	473	1
0	6	554	474	1
398	154	538	353	1
244	98	399	293	2
233	242	377	435	3
431	209	565	402	1
418	174	538	343	1
383	279	552	477	1
492	312	639	477	1
425	228	567	447	1
264	117	423	318	2
260	183	390	351	1
